LMID,Frag_Num,mz,Frag_int,smiles
LMFA01020010,194,50.1213 51.1804 51.1836 53.0393 55.0186 55.0549 57.0342 57.0706 58.0025 59.0498 59.1481 61.0113 62.0191 65.1973 67.0548 67.1122 68.0582 68.9976 69.0341 69.0705 69.0796 70.0737 71.0497 71.0861 73.0289 73.0652 77.006 78.014 79.0186 79.0217 79.0547 81.0704 81.1615 82.0737 83.0495 83.086 85.0288 85.0652 85.1016 87.0445 89.0601 89.063 90.0634 91.0546 92.0579 93.0702 95.0494 95.0858 96.0891 97.0651 97.1015 99.0443 99.0807 101.0035 101.06 102.0553 105.0336 105.07 106.0736 107.0492 107.0857 107.1884 108.0889 109.0649 109.1013 110.0715 110.1045 111.0441 111.0806 111.1169 113.0596 115.0557 116.0706 117.0702 119.0492 119.0856 120.0204 121.0647 121.1012 122.1043 123.0803 123.1168 124.9998 125.0596 125.0959 128.0163 129.0698 130.0496 130.0861 131.0854 132.0047 133.0647 133.101 135.0435 135.0801 135.1167 135.9997 136.1202 136.9923 137.0005 137.0115 137.0589 137.0959 137.1322 139.0745 139.1112 140.0699 141.091 142.086 143.0853 143.1844 145.1008 146.1173 147.0434 147.0802 147.1166 148.1198 149.0119 149.0594 149.0958 149.1323 150.0153 151.0079 151.0154 151.0272 151.1113 151.9863 152.9892 153.0068 154.0101 155.0107 155.0219 155.085 156.1015 156.9998 157.0646 157.1009 158.0121 159.0803 159.1165 161.0957 161.1322 162.0053 163.1479 167.0224 168.0258 169.1008 171.0153 171.1165 173.0597 173.0957 173.1321 174.1485 175.1114 176.989 176.9972 177.1633 179.022 183.1166 185.0597 185.0953 185.1322 187.0749 187.1114 187.148 187.1616 189.0905 196.0032 196.9953 197.0041 197.1316 198.1497 199.1125 199.1484 199.9901 200.1283 201.1269 201.1634 203.106 210.0178 211.0108 211.1101 211.9897 212.1476 213.1266 214.0133 215.0058 215.107 215.1784 216.2416 216.2462 228.0219 229.019 257.2574,0.047235 0.058545 0.052146 0.023438 0.08431 3.4118 0.11351 4.5621 0.025412 0.21665 0.040224 1.6908 0.86737 0.040276 3.4269 0.039271 0.10361 0.034574 0.18083 6.1067 0.015766 0.060089 0.7322 2.4533 0.017653 0.11253 0.054077 0.30495 0.014851 0.81997 1.3815 6.8346 0.016233 0.21024 0.5941 4.1493 0.022268 0.4537 0.91327 0.2252 12.2822 0.08657 0.30955 0.67785 0.022684 2.1627 0.31691 8.2798 0.54131 0.90799 2.4902 0.1386 0.21979 0.93637 0.087285 0.070785 0.4765 1.5489 0.022255 0.25962 2.7705 0.049417 0.079064 0.45776 3.1331 0.042577 0.14119 0.094148 1.0862 0.18934 0.029233 0.067356 0.103 0.056009 0.04477 1.3243 0.063687 0.41956 2.406 0.026253 0.39824 1.8097 1.8924 0.022747 0.21029 0.065054 0.082521 0.29878 0.024475 0.73796 0.17651 0.11826 1.6182 0.033416 0.063443 0.69704 12.4594 0.021055 3.943 2.2849 3.0511 0.10332 0.19289 0.12254 0.025746 0.024322 0.040559 0.019922 0.072778 0.3469 0.041308 0.70668 0.95955 0.047846 0.051607 0.9012 0.027417 4.8172 0.021536 0.041324 0.15196 0.63226 0.056024 0.024943 0.031939 0.048639 2.6296 0.1831 12.1576 2.0922 0.13068 1.9025 0.0201 0.054176 1.1874 0.050001 0.23782 0.083882 0.14218 0.49502 0.24848 0.2405 0.056138 0.95281 0.66729 0.05833 0.19584 0.026728 0.29702 0.039928 0.14294 0.53911 1.5194 0.016929 7.1651 0.063764 0.2037 0.37739 0.088125 0.083155 0.024231 0.069456 0.024213 0.099926 0.1692 0.063595 0.025986 9.1152 11.8271 1.3587 0.082348 0.020776 0.048098 0.017047 0.033499 0.017219 0.10878 0.43231 0.052031 0.28798 0.10669 0.019063 2.0308 0.018927 0.024195 1.0187 1.1157 0.031158 0.021102 0.6854 0.7794 0.06062 0.032038 0.93155,CC(C)CCCCCCCCCCCCC(=O)O
LMFA01020010,238,50.2019 50.2117 52.2156 53.2192 55.0549 55.2337 56.0246 57.0342 57.0706 57.0972 58.181 59.0499 59.9927 61.0113 62.0192 63.2181 67.0548 69.0341 69.0705 70.0738 71.0497 71.0861 73.0654 75.0447 78.0007 78.0139 78.1498 79.0217 79.0548 81.0704 82.0738 83.0496 83.0834 83.086 83.9966 84.0894 85.0284 85.0652 85.1016 87.0445 89.0601 90.0635 91.0546 91.9926 93.0702 95.0495 95.0858 96.0892 97.0651 97.1015 98.1049 99.0443 99.0807 101.0034 101.0599 102.0553 104.9925 105.0337 105.0701 107.0492 107.0857 108.0891 109.065 109.1013 110.0714 110.1046 111.0443 111.0805 111.117 113.0598 114.0551 115.056 116.0529 116.0706 117.0701 119.0491 119.0856 120.0886 121.0648 121.0964 121.1012 122.1045 123.0443 123.0803 123.1168 124.12 124.9998 125.0595 125.096 125.1323 126.0549 127.0753 128.0165 128.0615 128.0706 129.0656 130.0497 130.0862 131.0854 132.0047 133.0651 133.101 134.1044 135.0437 135.0803 135.1166 135.9996 136.12 136.9923 137.0006 137.0116 137.0594 137.0958 137.1323 139.05 139.075 139.1114 140.068 141.0657 141.0909 142.0859 143.0855 144.102 145.101 146.1173 147.0808 147.1165 148.12 149.012 149.0594 149.0959 149.1323 150.0153 151.0159 151.0755 151.1115 151.1474 151.9863 152.0686 152.9892 153.0067 153.1272 154.0102 154.0861 155.0028 155.0108 155.022 155.0856 155.1065 155.1151 156.1015 156.9998 157.1011 158.012 159.0804 159.1165 161.0959 161.1324 163.1479 165.0908 165.1272 167.0223 167.1427 169.1011 169.1217 171.0802 171.1165 172.1195 173.096 173.1322 174.0137 174.1486 175.0753 175.1114 175.1476 176.989 177.1274 177.1634 179.0219 179.1065 179.1429 180.1468 181.0128 181.1585 183.1165 184.1327 185.0956 185.1321 187.1114 187.1479 189.091 189.1269 193.1228 195.0279 195.1128 195.1224 195.1741 195.2093 196.0031 196.0317 196.1329 196.9953 197.004 197.0439 197.1313 197.1548 199.0229 199.1111 199.1477 199.1691 199.9901 201.0909 201.1273 201.1634 202.1665 203.1065 203.1791 210.0186 211.0108 211.1106 211.148 211.9896 212.993 213.1266 213.1636 214.0135 215.0056 215.1064 215.1424 215.1788 216.2411 216.2547 223.1696 229.1218 239.1048 241.1207 255.2303 257.2568,0.011771 0.028919 0.033147 0.037142 1.3551 0.016904 0.023857 0.045653 2.5721 0.011744 0.025694 0.13108 0.012236 0.76598 0.50998 0.015679 1.8612 0.10129 3.814 0.036131 0.56991 1.6607 0.021052 0.015244 0.025157 0.16716 0.011506 0.89903 0.4567 4.7034 0.1574 0.51065 0.024944 3.4308 0.011407 0.077803 0.012445 0.60059 0.71821 0.14996 16.497 0.58883 0.27981 0.024466 1.5296 0.11077 5.9152 0.44624 0.86017 3.1122 0.041903 0.14183 0.31166 2.2776 0.15046 0.061214 0.017898 0.44858 0.82037 0.11848 2.2221 0.033299 0.30259 3.1242 0.05742 0.24488 0.018816 0.90464 0.74192 0.01991 0.016701 0.034685 0.016361 0.15875 0.029137 0.012511 0.99888 0.020604 0.43525 0.023662 2.3665 0.044276 0.010828 0.46892 2.1098 0.077637 0.79951 0.021981 0.53304 0.076705 0.014296 0.018453 0.062117 0.026668 0.017362 0.028875 0.25763 0.087647 0.31499 0.1752 0.034094 1.6326 0.084777 0.20388 0.1384 0.98318 6.8447 0.015113 2.0824 1.4444 0.97036 0.10757 0.59755 0.35379 0.028987 0.01378 0.25212 0.014891 0.032975 0.057943 0.039209 0.046862 0.030004 0.41019 1.6745 0.071022 1.4228 0.050002 2.6838 0.10882 0.039444 0.43949 0.25344 0.015866 0.011083 0.35412 0.016302 0.84643 0.013154 0.15652 6.778 0.012972 0.95427 0.016643 0.13916 0.099735 0.57244 0.030698 0.05211 0.01285 0.082728 0.57546 0.32264 0.025325 0.35595 0.41547 0.11699 0.65709 1.7501 0.066393 0.064252 0.32721 0.014344 0.040383 0.024659 0.01688 0.41088 0.016465 0.21239 0.91986 0.5196 3.5582 0.014049 0.22128 0.18952 22.103 0.034404 0.34801 0.61546 0.034572 0.019851 0.038249 0.013686 0.57443 0.086546 0.01682 0.059886 0.15083 0.22008 0.22332 0.019586 0.042318 0.015087 0.043875 0.057734 0.22275 0.056647 0.011045 28.9268 0.061203 0.032284 35.3961 3.9156 0.017722 0.057068 0.014298 0.030894 0.16384 0.095589 0.01934 0.14546 0.038852 0.30759 0.69193 0.030125 0.16285 0.25135 1.0635 1.2569 0.13165 0.031982 4.3617 0.034924 0.11491 0.036376 3.9444 4.4062 0.038969 0.048077 0.016131 0.58498 0.16064 0.021164 0.10033 0.019438 0.057296 0.072236 1.8994,CC(C)CCCCCCCCCCCCC(=O)O
LMFA01020071,1,89.0601,44.4806,CC(C)C(=O)O
LMFA01020076,7,61.0285 73.0642 77.0478 80.0588 81.0692 83.0488 97.0639,2.8902 36.5607 2.8902 3.6127 100 15.896 12.1387,CC(C)CCC(=O)O
LMFA01020076,7,59.0487 73.0643 79.0535 81.0693 97.0647 101.0587 117.0904,8.0829 3.8482 2.5479 100 4.3226 8.7682 20.6818,CC(C)CCC(=O)O
LMFA01020181,3,87.0437 101.0603 103.0746,11.7132 1.642 100,CC(C)CC(=O)O
LMFA01020274,12,40.0254 40.0427 50.0095 54.0299 56.99 57.0029 62.0174 63.0179 63.0534 64.0268 89.0332 116.0459,8.6 0.5 5.6 11.9 1.2 1 0.5 37.4 1.1 10.2 100 5.8,CC(C)C(=O)C(=O)O
LMFA01020274,9,41.0337 45.0288 63.0175 64.0279 72.9827 84.9897 89.0331 115.0483 117.0523,2.4 6.7 1.5 2.3 3.7 0.6 49.9 4.3 95.5,CC(C)C(=O)C(=O)O
LMFA01020274,9,57.0658 59.0225 60.9828 75.039 84.9901 89.0323 90.0404 116.042 117.0522,1 0.5 2.3 0.9 1.6 2.5 2.1 0.6 100,CC(C)C(=O)C(=O)O
LMFA01020274,1,117.0648,42,CC(C)C(=O)C(=O)O
LMFA01020291,16,55.0545 57.0339 57.0701 59.0494 67.0543 69.0701 71.0492 73.0651 81.0699 83.0856 89.0599 105.0702 109.1015 117.0908 127.1114 145.1223,11.6 10 17.5 7.3 5.8 21.4 100 3.2 4.3 8.5 17.4 3.2 4.8 28.6 3.9 31.7,CCCC(CCC)C(=O)O
LMFA01020291,24,41.0386 43.0179 43.054 43.0799 45.0335 47.0127 55.0546 57.0325 57.0705 59.0491 69.0699 71.0499 71.0853 73.029 73.0647 77.0384 79.0543 85.0689 89.0402 89.0602 91.0547 103.0546 105.0679 117.0902,36.2 12.6 100 1.8 20 22.6 34.5 2.4 18 11 17.1 16.7 8.7 0.8 1.1 2.5 2 0.6 3.8 16.4 4.8 1.3 2.9 2.4,CCCC(CCC)C(=O)O
LMFA01020291,15,39.0227 39.0464 41.0385 41.0628 43.0171 43.0536 43.0798 45.033 47.0126 55.0178 55.0535 67.0547 73.0289 75.0208 78.0441,13.7 0.6 100 1.5 12.4 59.5 1 18.6 24.2 12.1 30.5 8.4 10.3 3.7 2.9,CCCC(CCC)C(=O)O
LMFA01020291,31,41.0366 43.0173 43.0543 43.0799 45.0333 47.0131 55.0185 55.0543 55.083 57.0327 57.0694 59.0494 61.0277 67.0546 69.0701 71.0091 71.0492 71.0835 71.0944 73.0647 81.069 83.0852 87.078 89.06 89.096 101.0953 103.0767 113.0637 117.0908 127.116 145.1222,4.6 22.5 79.7 1.8 19 13.1 2.6 27.2 0.6 18.6 12.2 12.3 2.9 6.9 30.7 0.6 100 3.9 1.4 4.8 5.5 9 3.4 25.4 0.6 0.6 0.6 1.1 41.1 1.8 63.5,CCCC(CCC)C(=O)O
LMFA01030067,72,55.0545 57.0337 57.0701 67.0543 69.0337 69.0699 71.0493 71.0856 79.0542 80.1564 81.0699 83.049 83.0855 85.0648 85.1012 91.0545 93.07 95.0493 95.0854 97.0649 97.1012 99.0805 105.07 107.0856 109.1012 111.044 111.0804 111.117 113.0961 119.0856 121.1011 123.1167 125.0962 127.1118 133.0647 133.1018 135.08 135.1167 137.1326 139.1118 141.1271 145.1028 147.117 149.0969 149.1326 151.148 153.1274 155.1438 156.1791 161.1319 163.1478 165.1636 167.1431 169.1585 173.1319 177.1639 179.1426 181.1583 183.1153 191.1791 205.1951 219.2103 223.2061 229.1952 237.2206 247.2057 247.2412 248.2445 251.2037 265.2164 265.2524 283.2635,20.1 13.1 63.8 42.3 4.7 55.9 16.1 40.6 17.2 3.9 84.5 7.7 52.7 16.4 35.1 10.9 38 4.3 100 23 39.4 11 7.8 43.5 80.3 4.1 18.7 13.1 11.5 9.5 52.7 36.6 11.9 10.3 3.8 11.9 5.1 48.7 21.9 10.7 6.1 6.3 7.6 4.7 30.2 11.3 9 6.1 3.6 4.1 22.2 5.9 11.9 4.6 4.9 11.1 5.9 4.5 5 7 9.1 11.2 5 11.3 4 16.9 24.2 4.5 5.4 40.8 12.4 48.1,CCCCCCCCCCCC=CCCCCC(=O)O
LMFA01030067,43,41.0353 41.1375 43.0134 43.0269 43.0504 43.0629 45.03 55.0129 55.0512 57.0656 67.0506 69.0662 69.0991 77.0404 79.0508 81.0652 81.0911 83.0459 83.0803 83.1021 91.0509 91.0772 94.0739 97.059 99.234 107.0825 109.0989 115.0488 117.068 121.0976 123.0749 125.0904 133.0624 141.0649 159.1113 178.0946 183.0207 184.0252 207.1128 212.0188 213.033 241.0672 253.2157,20.6 10.8 15.8 1 29.2 3.4 11.9 13.4 100 42.6 8.5 55.1 1.1 2.6 12.1 12.9 1.3 13 14.1 1 6.9 0.6 3.4 8.5 0.7 21.9 11.4 1.8 4.2 5.2 5.9 15.1 5.2 12.9 12.1 0.7 11.3 11.1 6.5 3.7 16.9 4.9 3.5,CCCCCCCCCCCC=CCCCCC(=O)O
LMFA01030067,64,41.0374 43.0142 55.0497 55.0794 57.0288 57.0669 69.0659 69.2651 71.0434 71.0825 72.0844 73.0589 79.0506 81.0657 83.0453 83.0814 85.0135 85.0971 93.065 93.0844 93.1179 95.0808 95.2085 97.0609 97.0962 99.0778 101.0572 105.0668 107.0814 107.1074 108.2456 109.0975 111.1125 113.0559 115.0774 119.0793 121.0971 123.0746 125.1302 125.1506 131.0766 135.1138 139.0688 147.0712 157.0936 159.071 160.0794 167.1484 173.0905 179.0796 191.1763 191.1986 197.0921 197.1307 197.1946 199.0728 213.0298 221.1317 226.093 233.1449 241.0619 241.1858 253.0264 255.048,1.9 15.5 73.7 3.5 38.8 100 56.2 4.6 12.6 23.2 14.7 9 14.7 40.9 11 16.7 1.8 62.7 42.1 2.2 1.6 41.4 2.2 22.7 30.8 6 24.2 5.6 7.2 0.7 3 22.3 27.6 1.3 10.3 13.9 37.3 14.6 11.7 1.4 12.7 25 9.2 4.6 33 11.6 15.1 3 12.9 11.5 7.3 1.3 3.9 18 0.7 16.6 21.3 19.9 6.7 13.4 20.4 2.6 5.9 3.3,CCCCCCCCCCCC=CCCCCC(=O)O
LMFA01030067,68,57.0305 57.0655 69.0653 71.045 71.0818 81.0654 83.0458 83.0808 83.1148 85.0965 85.1199 89.0553 95.0811 97.0619 97.0976 97.1166 108.0877 109.0941 111.1101 113.0895 115.1101 121.0979 122.0166 124.0594 125.1273 127.1044 133.0944 133.1188 135.1128 141.1236 141.1639 143.1036 143.1492 143.2033 144.0609 149.0909 149.1266 151.1054 153.0261 155.0433 155.1042 155.1358 157.1188 163.1422 167.0763 167.1392 171.1297 175.107 195.1108 195.136 195.1655 199.1613 199.197 201.1241 205.1892 207.2044 211.1041 212.1756 219.1356 227.1391 234.1068 239.2308 242.0675 247.2364 251.1954 265.2093 265.244 283.2599,6.6 14.8 7.2 10.8 25.2 27.2 6.3 14.7 0.5 21.9 1 12.1 31.8 4.9 14.3 1.6 15.2 8.8 3.6 16.8 7.8 16.2 2.1 3.2 16.6 2.1 23.7 1.1 7 22.6 0.5 7.6 0.6 0.6 3 4.9 14.7 2.3 20 18.4 5.3 16.7 8.8 20.4 3.8 1.5 1.3 3 4.9 5.9 8 3.5 8.2 3 18.6 6.2 2.7 0.6 14.6 6.4 11 2 11.5 20 5 7.1 27 100,CCCCCCCCCCCC=CCCCCC(=O)O
LMFA01030073,92,55.0545 57.0338 57.0702 64.0304 67.0543 69.0699 71.0491 71.0856 73.0278 79.0544 81.0333 81.0699 81.0749 83.0491 83.0858 85.0647 85.1013 91.0543 93.07 95.0492 95.0856 97.0649 97.1011 99.0808 105.0698 107.0489 107.0856 109.0651 109.1012 111.0438 111.0804 111.1167 113.0595 113.0962 117.0697 119.0858 121.0651 121.1014 123.0809 123.1169 125.0599 125.0961 127.0743 127.1117 131.0857 133.1013 135.0804 135.117 137.0964 137.1324 139.0753 141.1265 145.1012 147.1167 149.096 149.1324 151.1124 151.1477 153.0907 153.1273 155.1422 159.1169 161.1327 163.1116 163.1484 165.1278 173.1327 175.1473 177.1645 181.1215 181.1593 183.1371 183.1741 187.1486 189.0052 191.1785 193.1575 201.1635 205.158 215.1794 219.0517 219.1739 223.1698 229.1954 237.1845 247.169 247.2046 247.2422 251.2032 265.216 265.2494 283.2626,17.4 8.6 73.5 4.6 40.9 40.7 20.8 35.8 5 22.6 10.9 99.3 7.4 18 33.4 12.6 17.7 17.1 47.1 14.4 100 27.2 24.3 11.4 15.3 5 49.5 11.4 63.7 25.7 19.4 8 13.2 14.6 8.1 15.7 7.3 44.2 10.6 34.3 8.5 11.5 6.5 28 17.4 19.2 13.9 49.9 11.3 12.4 12.1 8.4 8.7 21.5 17 33.5 4.8 6.4 9.2 6.5 6.9 14.7 7.2 10.7 12.6 10.7 13.4 8.2 7.7 6.1 7.1 13.1 7.1 9.8 5 5.5 5.5 8.3 8.5 6.4 12.6 13.4 23.1 10.4 17.6 24.5 15.2 11.3 8.5 45.4 9 42.9,CCCCCCCCC=CCCCCCCCC(=O)O
LMFA01030073,71,55.0545 57.0338 57.0701 67.0543 69.0699 71.0492 71.0856 79.0545 81.0699 83.0855 85.0648 85.1011 91.0543 93.07 95.0856 97.0649 97.1012 99.0437 99.0804 105.0697 107.0857 109.0651 109.1012 109.1075 111.0805 111.1175 111.1255 113.096 119.0856 121.1012 123.0808 123.1167 125.096 125.1327 127.1115 131.0864 133.1012 135.0815 135.1168 137.0959 137.133 139.1123 141.1277 145.1018 147.117 149.0962 149.1323 151.1484 153.1274 155.1425 159.117 161.1326 163.1125 163.148 165.1646 167.1429 173.1324 177.1638 183.1763 189.164 191.1801 205.1959 219.2106 223.2051 229.1962 237.2217 247.2056 247.242 265.2165 265.253 283.2634,23.4 6.4 58.2 41.2 57.6 14.9 44.2 19.3 85.9 45.7 12.6 27.4 4.2 38.7 100 17.1 45.7 3.6 13.3 6 32.3 4.7 68.1 2.5 10.7 19.7 3.5 7.1 10.7 52.7 4.3 35.5 13.4 3.8 6 5 9.3 4.3 56.3 4.3 18.6 9.5 7.2 6.5 10.6 8 32.6 12 4.3 7.6 5.5 5.5 3.9 20.5 6.3 8.4 6.9 13.3 4.2 5.3 8.4 6.1 12.9 4.2 8 5 14.8 15.9 32.5 16 47.3,CCCCCCCCC=CCCCCCCCC(=O)O
LMFA01030073,53,41.0374 41.0556 43.0171 43.0528 43.077 45.0326 53.0378 53.059 55.0545 55.1756 56.0565 56.0797 56.0849 57.0681 59.0483 60.0006 67.0544 67.0847 69.0695 71.0491 71.0758 72.0974 79.0521 81.0659 83.049 87.0789 94.0734 95.0851 95.1922 99.0426 105.0419 107.0832 119.0833 129.0707 131.0869 135.08 137.0377 137.0974 140.9967 143.0824 145.03 170.1047 172.0356 183.114 184.0284 199.165 208.0848 213.0361 226.0448 241.0624 253.0261 254.0382 255.0415,42.8 2 100 62.7 3.7 13.9 14.5 0.8 20.5 2.3 13.2 1.8 1.4 15.5 10.9 1.7 52.3 0.9 46.2 14 1.6 0.8 23.1 8.8 41.1 25.1 9.5 16.3 1.4 22.9 0.8 33.9 21.8 8.4 27.2 3.1 4.5 10.9 6.3 3.2 3.9 8.9 17.5 6.1 14 0.6 11.2 44.2 3.3 27 25.9 13.7 3,CCCCCCCCC=CCCCCCCCC(=O)O
LMFA01030073,70,43.0173 45.0342 57.0387 57.0701 57.0859 71.0484 71.0852 81.0693 81.0889 83.0852 85.0647 85.1 89.0614 89.0863 93.0644 95.0505 95.0838 95.2798 97.1 97.1303 99.0799 107.0835 107.1068 109.1015 111.1137 113.0603 113.0932 113.1331 119.0866 119.1076 121.1004 125.096 135.1159 135.1772 137.0981 139.1093 139.1518 149.1303 151.1495 151.174 153.1278 153.1598 163.1598 165.088 171.0395 171.109 171.2035 184.0365 199.1653 209.1504 211.1083 211.2046 211.2392 213.1234 216.008 219.135 226.0766 227.1035 228.218 229.0228 234.1089 237.1551 240.241 241.0662 241.1916 242.0432 247.1159 247.2404 265.2545 283.2624,6 5.3 1 48.9 1.6 40.4 41.4 11.4 1.6 27.6 20.7 13 11.2 1 2.2 5.6 28 1.7 33.9 0.7 8.6 19.1 1.4 19 4 18 15 0.7 17.5 2.3 12.1 2.5 19.8 0.8 2.9 24.6 3 6.4 25 1.4 15 3.9 3.5 23 26.3 0.5 2.4 9.3 5.1 4.3 22.5 24 0.6 13.5 16.2 3.2 14.9 4.6 0.5 6 14 13.8 4.2 47.9 10.6 10.6 9.8 37.5 14.4 89.1,CCCCCCCCC=CCCCCCCCC(=O)O
LMFA01030073,72,43.0526 43.1206 55.0526 55.0678 57.0333 57.0692 67.053 69.0319 69.0424 69.0695 69.0862 70.0718 71.0486 71.086 73.0641 79.0525 81.0686 82.0707 83.0847 85.0632 85.1006 89.0592 93.0688 95.0854 97.0643 97.1009 99.0815 99.2721 107.0844 109.0635 109.0983 111.0788 121.0973 121.1199 123.1129 125.0949 133.0651 135.1164 137.0946 140.9957 141.0698 149.1336 152.0619 153.1246 153.1629 157.114 159.0804 159.1155 159.1348 161.095 163.148 167.1384 171.0389 173.0067 185.1273 185.1511 201.0676 207.0533 210.2506 213.0345 219.1351 220.0874 223.1453 226.1025 241.0673 241.1185 241.152 241.187 247.2389 254.038 255.0446 265.2467,11.8 7.1 27 1.1 12.3 5.2 44.5 19.2 9.8 69.7 5.1 17 17.4 39.3 4.6 14.6 31.1 15.5 29.6 14.5 37.2 8.4 30.3 4.9 8.8 19.6 34.8 5.6 22 11.4 8.1 9.2 8 1.1 9.2 24.3 8 5 1.1 5.4 15.5 0.7 13.6 6.2 18.4 1.1 5.7 11.1 0.8 10.7 16.1 10.9 9.2 2.1 7.2 1.7 14.7 2.2 3.2 12.1 4.1 1.4 8.4 8.5 100 2.1 8.9 2.3 11.2 12.8 25.7 1.6,CCCCCCCCC=CCCCCCCCC(=O)O
LMFA01030073,52,41.0381 41.0587 43.0172 43.0532 43.0773 55.0544 55.0815 57.0694 67.0546 69.0325 69.0712 71.0474 71.086 78.04 79.0526 81.0694 81.0882 82.0735 91.0516 93.0686 95.0842 95.1381 97.0628 99.1209 99.1795 105.07 123.0789 127.1106 129.1345 139.0513 152.0647 165.0679 179.0803 184.0335 192.0569 193.2024 196.0321 197.041 205.0989 207.0298 212.0291 213.0373 213.0887 221.0462 224.0319 227.0499 237.0394 239.0534 241.0628 253.0306 254.0347 255.0462,19.1 3.8 9.7 75.6 4.9 55.5 1.2 24.7 95.1 20.8 35.5 8.9 8.4 3.3 25.4 12.3 0.9 16.6 6.2 11 30.2 1.1 6.5 6.1 5.8 52 6.2 18.2 1.1 6.7 20.4 29 18.2 50.7 10.1 1.4 11.8 23.3 5.1 5.4 28.6 100 1 20 6.2 6.6 9.8 23.3 18.2 28.8 8 8.8,CCCCCCCCC=CCCCCCCCC(=O)O
LMFA01030073,67,43.0165 55.0541 57.0326 69.0695 71.0485 71.0855 71.097 73.0645 81.0696 83.0109 83.0845 85.0652 85.0991 89.0599 95.0863 96.0901 97.0654 97.1012 99.2782 107.0846 109.101 111.0813 111.1155 116.0806 121.1018 123.1146 125.0956 135.1163 137.1322 139.1107 141.088 147.1172 148.1214 153.0908 153.1255 155.0419 155.1431 155.1713 157.1233 163.0721 163.1471 169.1585 171.0423 175.1497 178.1641 181.1584 184.1228 184.1363 191.1805 205.1935 206.2002 209.1907 210.191 213.1192 219.1096 219.2125 223.1662 223.2078 225.1633 241.0671 242.0748 247.2017 247.2409 251.1982 253.0277 265.2523 283.2682,2.4 12.1 1.1 4.2 10.4 5.3 1.9 1.6 5.1 6 5.1 5.4 6.2 1.6 15.8 5.6 1.4 7.2 1.1 3.6 15 2.3 6.8 3.7 7.3 4.3 4.9 4.4 3.2 1.5 4 3.5 1.9 7.2 3.5 1.5 8.1 0.6 2 1.3 9.9 10.7 7.1 2.2 2 1.9 1.4 0.8 1.8 5.5 2.7 5.9 3.2 1.8 0.5 1.4 0.6 3 4.6 10.6 4.2 1.7 8.9 1.4 2.3 11.5 29.8,CCCCCCCCC=CCCCCCCCC(=O)O
LMFA01030073,74,43.017 43.0549 55.0547 56.0572 57.0316 57.0703 57.0985 59.0497 67.0548 69.0332 69.0698 71.0508 71.0846 74.0161 74.0392 75.0238 81.0708 81.2228 83.0853 85.0659 89.0592 89.0978 93.0694 95.085 95.1382 97.0285 97.1012 107.0864 109.0999 110.0695 111.082 111.1151 111.1817 119.0847 119.1442 121.1013 121.1246 125.1311 126.1003 127.1094 131.0888 133.0652 133.1017 135.1173 139.143 145.0979 146.0676 149.1311 155.1145 163.148 168.0912 173.1328 174.0101 174.0374 177.0935 191.1068 196.1737 204.1122 207.02 207.0504 209.0555 213.032 213.127 213.1874 213.2549 223.203 225.1794 238.0066 241.0692 247.235 251.1121 253.0321 254.0398 266.2287,15.6 46.1 17.8 10.8 3.4 37.4 0.7 17.3 2.1 6 39.6 12.5 14 11.7 0.7 6 33.9 1.5 26.7 29.3 18.1 2.5 8.2 62.6 1.1 5.2 25.7 25.4 15.5 5 3.5 9.8 1.1 15.6 0.7 35.4 3.3 10.4 4.7 16.2 7.7 4.9 9.6 14.8 6.6 2.4 7.1 10.2 1.6 10.8 2.5 9.1 0.7 0.6 10.7 7.1 12 17.2 18.7 1.7 8.3 4.1 28.6 0.9 1.9 8.7 4.9 5.8 84.8 14 1.7 6.7 21.5 0.5,CCCCCCCCC=CCCCCCCCC(=O)O
LMFA01030123,17,55.0174 57.0698 59.0486 68.0576 77.038 81.0694 83.049 83.0854 84.0926 87.0437 92.0575 93.0697 95.0851 97.1007 108.0899 123.118 151.1469,2.7701 7.4792 6.0942 4.8476 6.5097 100 9.8338 45.7064 4.7091 2.6316 6.7867 27.2853 53.3241 11.3573 3.0471 5.9557 2.7701,CCCCCC=CCC=CCCCCCCCC(=O)O
LMFA01030123,57,71.085 73.0068 83.0849 85.0644 89.0601 93.0689 95.0848 97.0647 97.1005 99.0795 100.0276 105.0709 107.0858 111.0809 111.117 119.0856 123.0809 123.1164 133.1005 135.0813 135.1168 143.1072 147.1168 148.1204 149.1316 151.1108 153.165 161.1311 162.1356 163.1468 165.1275 167.1423 168.1521 175.1471 177.1645 179.178 181.1563 189.1656 190.1657 191.1401 193.0638 193.1588 203.1782 205.193 207.1759 208.1808 209.1543 217.1967 219.21 221.1896 221.2268 243.2119 245.2259 246.236 262.2248 263.2378 265.2522,25.72 2.0854 100 6.2562 4.2701 9.9305 29.0963 9.0367 53.7239 2.4826 3.2771 2.284 10.427 2.3833 14.995 3.2771 5.4618 2.0854 10.3277 1.8868 2.9791 2.7805 8.7388 3.1778 16.1867 11.0228 1.9861 18.7686 4.7666 7.5472 5.0645 5.0645 2.3833 24.6276 2.7805 5.859 6.6534 12.8103 2.7805 2.284 1.8868 7.0506 5.4618 2.1847 3.1778 4.6673 1.8868 2.284 9.8312 6.4548 8.7388 2.0854 51.2413 3.6743 2.3833 20.5561 4.2701,CCCCCC=CCC=CCCCCCCCC(=O)O
